ip,app,device,os,channel,click_time,attributed_time,is_attributed,hour,day
30391,20,1,3,31,2017-11-08 09:35:05,,0,9,8
30891,14,1,17,64,2017-11-08 06:17:37,,0,6,8
4879,2,1,13,113,2017-11-07 22:05:03,,0,22,7
13617,12,1,39,146,2017-11-07 12:06:12,,0,12,7
7811,23,2,70,13,2017-11-09 12:31:03,,0,12,9
918,58,2,3,138,2017-11-08 14:58:46,,0,14,8
918,13,1,19,140,2017-11-09 04:55:42,,0,4,9
18724,12,1,8,146,2017-11-07 11:20:19,,0,11,7
10129,2,1,19,77,2017-11-09 02:11:39,,0,2,9
145,11,1,13,45,2017-11-08 10:00:05,,0,10,8
32039,2,1,9,77,2017-11-08 05:14:26,,0,5,8
10999,11,1,13,45,2017-11-07 18:39:30,,0,18,7
2570,14,1,19,0,2017-11-08 00:36:05,,0,0,8
16941,14,1,19,79,2017-11-09 06:54:51,,0,6,9
31490,2,1,19,149,2017-11-08 13:25:02,,0,13,8
10841,11,1,13,55,2017-11-06 21:39:09,,0,21,6
7432,58,1,13,138,2017-11-08 00:07:39,,0,0,8
9342,13,1,15,126,2017-11-06 23:28:48,,0,23,6
13995,8,1,16,90,2017-11-07 04:01:36,,0,4,7
18437,17,1,15,125,2017-11-07 16:24:19,,0,16,7
16092,17,1,19,14,2017-11-09 01:43:26,,0,1,9
11782,2,1,30,77,2017-11-08 12:56:34,,0,12,8
2613,12,1,13,146,2017-11-09 10:41:49,,0,10,9
1439,2,1,25,77,2017-11-07 00:37:33,,0,0,7
18223,11,1,30,70,2017-11-09 06:32:48,,0,6,9
3005,26,1,19,40,2017-11-07 23:29:49,,0,23,7
4095,2,1,14,51,2017-11-08 14:40:50,,0,14,8
10480,11,1,13,45,2017-11-08 16:38:19,,0,16,8
10943,25,1,31,71,2017-11-09 08:20:16,,0,8,9
271,11,1,8,64,2017-11-08 14:56:49,,0,14,8
11740,8,2,13,57,2017-11-09 12:35:31,,0,12,9
20952,31,1,36,103,2017-11-07 07:45:01,,0,7,7
10447,53,93,126,94,2017-11-07 04:14:01,,0,4,7
15862,13,1,19,149,2017-11-09 06:17:53,,0,6,9
18353,2,2,36,101,2017-11-09 12:36:10,,0,12,9
10608,2,1,19,77,2017-11-08 01:03:56,,0,1,8
14132,0,1,25,95,2017-11-07 23:21:46,,0,23,7
26081,24,1,13,67,2017-11-08 23:37:17,,0,23,8
19732,8,1,19,14,2017-11-09 01:01:18,,0,1,9
1692,8,1,28,66,2017-11-08 03:33:59,,0,3,8
29589,8,1,9,66,2017-11-07 15:52:06,,0,15,7
34762,2,1,18,40,2017-11-09 12:39:51,,0,12,9
508,1,1,22,60,2017-11-09 01:26:08,,0,1,9
12595,14,1,18,64,2017-11-09 05:47:45,,0,5,9
29236,23,1,13,13,2017-11-07 02:55:39,,0,2,7
15827,14,1,13,79,2017-11-07 14:41:41,,0,14,7
14079,2,1,20,77,2017-11-08 12:01:52,,0,12,8
2002,11,1,10,13,2017-11-09 11:40:08,,0,11,9
14702,2,1,19,77,2017-11-08 06:41:16,,0,6,8
13587,2,1,13,77,2017-11-08 10:05:40,,0,10,8
15868,8,1,8,126,2017-11-07 11:52:11,,0,11,7
29629,0,1,13,34,2017-11-08 14:16:37,,0,14,8
14952,28,1,19,53,2017-11-08 16:21:20,,0,16,8
1529,11,1,13,64,2017-11-08 02:58:32,,0,2,8
22843,0,1,13,33,2017-11-06 21:43:02,,0,21,6
11470,19,2,34,67,2017-11-07 10:00:50,,0,10,7
13591,11,1,14,45,2017-11-09 02:38:20,,0,2,9
10956,2,1,13,77,2017-11-07 11:00:01,,0,11,7
12839,8,2,32,90,2017-11-09 03:04:07,,0,3,9
12692,14,1,19,70,2017-11-07 16:18:21,,0,16,7
16114,11,1,19,52,2017-11-07 13:03:39,,0,13,7
6789,10,1,10,144,2017-11-09 13:04:51,,0,13,9
1991,7,1,13,38,2017-11-09 08:07:47,,0,8,9
10343,7,1,8,38,2017-11-09 09:30:09,,0,9,9
11732,2,1,27,40,2017-11-09 07:32:41,,0,7,9
658,13,1,10,126,2017-11-09 03:22:40,,0,3,9
20909,1,1,6,62,2017-11-09 07:03:49,,0,7,9
856,1,1,19,124,2017-11-08 05:54:45,,0,5,8
3282,2,1,10,77,2017-11-09 05:26:51,,0,5,9
20706,5,1,13,138,2017-11-08 10:46:43,,0,10,8
1607,14,1,19,116,2017-11-08 07:37:09,,0,7,8
16975,1,1,15,25,2017-11-07 16:57:40,,0,16,7
3547,2,1,17,77,2017-11-07 03:00:56,,0,3,7
26042,2,1,6,34,2017-11-08 02:40:47,,0,2,8
17488,1,1,19,146,2017-11-07 14:58:46,,0,14,7
7346,11,1,9,64,2017-11-08 18:27:11,,0,18,8
19465,8,2,17,142,2017-11-09 08:36:15,,0,8,9
11572,2,1,1,35,2017-11-06 17:38:46,,0,17,6
16795,13,1,18,125,2017-11-06 22:22:37,,0,22,6
28089,14,1,19,70,2017-11-07 10:42:21,,0,10,7
8261,1,1,6,146,2017-11-07 12:32:46,,0,12,7
19871,13,1,20,126,2017-11-07 00:33:16,,0,0,7
13272,2,1,7,133,2017-11-06 22:41:44,,0,22,6
9440,13,1,19,139,2017-11-09 10:52:47,,0,10,9
2228,22,1,13,40,2017-11-07 06:19:14,,0,6,7
8634,14,1,10,40,2017-11-07 00:44:33,,0,0,7
31930,8,1,25,54,2017-11-09 15:10:51,,0,15,9
20438,2,1,16,11,2017-11-09 14:58:21,,0,14,9
12147,2,1,20,133,2017-11-06 17:06:50,,0,17,6
171,0,1,20,35,2017-11-09 09:50:14,,0,9,9
11650,8,1,22,63,2017-11-09 10:47:58,,0,10,9
18490,1,1,19,100,2017-11-07 01:03:10,,0,1,7
1459,11,1,19,70,2017-11-06 23:03:43,,0,23,6
1011,2,1,13,32,2017-11-07 20:14:05,,0,20,7
13816,11,1,19,70,2017-11-08 15:09:20,,0,15,8
737,1,1,13,60,2017-11-08 05:35:13,,0,5,8
5190,1,1,13,80,2017-11-08 11:14:04,,0,11,8
27059,11,1,19,48,2017-11-09 04:35:21,,0,4,9
21199,13,1,22,140,2017-11-06 17:24:01,,0,17,6
22189,11,1,20,86,2017-11-09 00:49:52,,0,0,9
21704,17,1,13,14,2017-11-09 09:29:32,,0,9,9
23328,11,1,40,91,2017-11-09 05:00:16,,0,5,9
13371,5,1,13,138,2017-11-07 04:43:50,,0,4,7
13162,17,93,126,14,2017-11-06 23:01:24,,0,23,6
3035,14,1,7,106,2017-11-07 12:10:32,,0,12,7
20767,2,1,3,43,2017-11-08 08:47:32,,0,8,8
8602,16,1,25,77,2017-11-06 17:27:21,,0,17,6
26230,1,1,13,144,2017-11-07 02:44:01,,0,2,7
15946,20,1,19,31,2017-11-07 01:06:18,,0,1,7
22615,0,1,19,95,2017-11-08 06:13:02,,0,6,8
6012,1,1,15,124,2017-11-06 16:42:03,,0,16,6
28059,1,1,19,100,2017-11-08 10:02:45,,0,10,8
4730,17,1,19,33,2017-11-07 14:05:41,,0,14,7
12985,23,1,19,13,2017-11-09 12:41:18,,0,12,9
14006,24,1,13,67,2017-11-08 12:42:03,,0,12,8
1088,17,1,19,14,2017-11-07 16:55:52,,0,16,7
29159,11,1,40,70,2017-11-07 09:50:38,,0,9,7
20383,1,1,10,100,2017-11-06 16:18:45,,0,16,6
25917,1,1,13,60,2017-11-07 01:37:46,,0,1,7
21513,1,1,17,146,2017-11-08 06:14:57,,0,6,8
2114,2,1,19,77,2017-11-08 05:17:55,,0,5,8
19517,14,1,3,79,2017-11-08 00:56:57,,0,0,8
20410,1,1,19,60,2017-11-09 03:55:56,,0,3,9
4182,11,1,19,61,2017-11-08 09:09:10,,0,9,8
915,17,1,19,24,2017-11-07 14:59:35,,0,14,7
31994,17,1,39,14,2017-11-07 23:57:10,,0,23,7
12903,13,1,19,95,2017-11-09 14:28:52,,0,14,9
22518,17,93,126,14,2017-11-07 09:53:43,,0,9,7
18847,8,1,13,30,2017-11-09 14:16:49,,0,14,9
23053,10,1,25,81,2017-11-08 15:18:13,,0,15,8
1077,8,1,11,54,2017-11-09 05:02:20,,0,5,9
15688,25,1,19,71,2017-11-09 00:50:52,,0,0,9
2745,22,1,13,40,2017-11-08 11:50:02,,0,11,8
7341,2,1,11,77,2017-11-09 06:21:51,,0,6,9
8742,8,2,8,142,2017-11-09 12:48:15,,0,12,9
11217,14,1,6,106,2017-11-07 00:01:16,,0,0,7
31839,14,1,18,64,2017-11-07 20:42:46,,0,20,7
918,0,1,19,28,2017-11-07 07:48:15,,0,7,7
16225,1,2,36,48,2017-11-09 04:45:15,,0,4,9
21511,8,1,13,57,2017-11-09 12:26:09,,0,12,9
14429,11,1,22,37,2017-11-09 09:01:56,,0,9,9
25592,14,1,52,79,2017-11-06 18:10:00,,0,18,6
14343,2,1,22,35,2017-11-06 16:18:19,,0,16,6
11622,8,1,6,33,2017-11-08 05:36:04,,0,5,8
7969,8,1,13,142,2017-11-09 03:00:13,,0,3,9
1860,2,1,32,77,2017-11-08 04:18:24,,0,4,8
2203,1,1,20,48,2017-11-08 13:00:04,,0,13,8
21638,17,1,25,14,2017-11-08 09:34:46,,0,9,8
16061,11,1,13,37,2017-11-07 05:00:11,,0,5,7
10101,13,1,20,95,2017-11-08 07:42:24,,0,7,8
14403,8,1,13,33,2017-11-09 03:02:12,,0,3,9
8848,2,1,25,77,2017-11-06 17:37:01,,0,17,6
29625,128,93,126,94,2017-11-07 14:22:56,,0,14,7
28218,17,1,46,14,2017-11-08 06:19:23,,0,6,8
7349,2,1,39,77,2017-11-07 00:40:29,,0,0,7
5466,20,1,36,57,2017-11-09 09:20:49,,0,9,9
28180,2,1,18,77,2017-11-08 02:20:39,,0,2,8
13943,17,1,18,14,2017-11-09 14:39:54,,0,14,9
21570,25,1,13,24,2017-11-07 06:40:24,,0,6,7
34824,10,1,25,25,2017-11-09 03:23:56,,0,3,9
1985,7,1,19,38,2017-11-07 07:38:58,,0,7,7
22619,2,1,22,77,2017-11-08 07:21:49,,0,7,8
29202,14,2,19,64,2017-11-07 17:12:06,,0,17,7
15299,1,1,15,124,2017-11-09 07:26:07,,0,7,9
17590,3,2,7,12,2017-11-09 15:06:22,,0,15,9
2048,2,1,13,77,2017-11-07 09:21:44,,0,9,7
22360,11,1,31,64,2017-11-08 12:34:03,,0,12,8
12775,1,1,10,66,2017-11-07 01:28:50,,0,1,7
24866,17,1,39,14,2017-11-08 03:59:02,,0,3,8
27913,11,1,17,7,2017-11-07 04:01:59,,0,4,7
28490,11,1,13,70,2017-11-06 23:33:09,,0,23,6
25910,13,1,13,156,2017-11-07 05:02:30,,0,5,7
10489,17,1,19,125,2017-11-09 11:32:22,,0,11,9
25128,1,1,13,146,2017-11-07 14:09:48,,0,14,7
3921,2,1,19,77,2017-11-08 07:10:35,,0,7,8
11408,24,1,36,67,2017-11-08 13:18:25,,0,13,8
21840,5,1,18,138,2017-11-09 10:47:54,,0,10,9
33433,52,1,2,112,2017-11-09 14:14:30,,0,14,9
11371,14,1,19,0,2017-11-09 01:31:10,,0,1,9
19694,25,1,17,146,2017-11-08 11:24:16,,0,11,8
22820,14,1,15,40,2017-11-09 05:09:34,,0,5,9
14717,17,1,22,125,2017-11-08 03:20:36,,0,3,8
8248,1,1,6,59,2017-11-09 05:32:54,,0,5,9
15475,25,1,13,71,2017-11-07 14:51:38,,0,14,7
13735,2,1,19,7,2017-11-07 14:21:12,,0,14,7
9233,10,1,10,84,2017-11-07 10:38:16,,0,10,7
30849,8,1,3,54,2017-11-09 08:42:54,,0,8,9
32504,8,1,13,14,2017-11-08 13:30:06,,0,13,8
10479,11,1,19,113,2017-11-09 00:28:48,,0,0,9
6971,1,1,19,133,2017-11-07 13:49:35,,0,13,7
20727,2,1,13,51,2017-11-09 05:23:54,,0,5,9
25725,2,1,19,77,2017-11-09 04:51:45,,0,4,9
20902,13,1,13,126,2017-11-07 08:43:42,,0,8,7
12210,10,1,17,25,2017-11-06 17:05:29,,0,17,6
4639,13,1,30,156,2017-11-09 14:10:57,,0,14,9
17668,11,1,6,45,2017-11-07 07:20:49,,0,7,7
10919,1,1,13,124,2017-11-07 02:16:11,,0,2,7
32656,2,1,17,121,2017-11-08 02:38:08,,0,2,8
7774,11,1,13,64,2017-11-07 04:03:57,,0,4,7
20073,11,1,20,64,2017-11-07 15:09:41,,0,15,7
7691,11,1,19,64,2017-11-08 04:56:10,,0,4,8
25636,18,0,29,94,2017-11-08 12:25:26,,0,12,8
11572,17,1,39,14,2017-11-07 11:24:28,,0,11,7
16880,8,1,14,57,2017-11-08 12:33:54,,0,12,8
11712,58,1,19,138,2017-11-07 11:54:28,,0,11,7
16637,10,1,13,144,2017-11-08 15:28:08,,0,15,8
13919,7,1,19,38,2017-11-07 12:29:13,,0,12,7
821,23,1,13,13,2017-11-06 16:19:48,,0,16,6
21993,10,1,13,84,2017-11-07 05:02:55,,0,5,7
9519,1,1,13,6,2017-11-07 09:29:13,,0,9,7
33877,31,1,19,103,2017-11-09 09:21:28,,0,9,9
5566,2,1,10,77,2017-11-09 07:00:29,,0,7,9
4579,2,1,19,77,2017-11-09 07:02:54,,0,7,9
17439,10,1,19,154,2017-11-09 14:36:01,,0,14,9
18534,2,1,9,48,2017-11-09 10:08:54,,0,10,9
16264,11,1,19,67,2017-11-09 12:40:44,,0,12,9
20424,11,1,14,67,2017-11-07 14:11:44,,0,14,7
24,8,1,13,14,2017-11-08 15:43:27,,0,15,8
24934,1,1,3,146,2017-11-06 16:03:39,,0,16,6
429,14,1,4,64,2017-11-08 12:57:19,,0,12,8
10835,11,1,18,70,2017-11-08 04:02:04,,0,4,8
34119,10,1,19,81,2017-11-09 10:47:28,,0,10,9
25667,17,1,18,125,2017-11-07 03:47:15,,0,3,7
688,22,1,17,40,2017-11-07 18:26:10,,0,18,7
2394,12,1,19,146,2017-11-09 04:18:56,,0,4,9
13898,8,2,31,66,2017-11-06 20:01:40,,0,20,6
17270,17,1,18,24,2017-11-08 00:26:28,,0,0,8
33932,17,1,13,24,2017-11-09 12:49:45,,0,12,9
24025,1,1,13,146,2017-11-07 23:13:35,,0,23,7
23680,0,1,46,33,2017-11-07 06:13:31,,0,6,7
6286,0,1,13,45,2017-11-07 08:18:13,,0,8,7
12104,14,1,51,106,2017-11-09 06:01:42,,0,6,9
15452,13,1,18,128,2017-11-09 10:43:27,,0,10,9
6835,0,1,17,33,2017-11-08 10:43:46,,0,10,8
12839,25,1,13,71,2017-11-07 11:03:35,,0,11,7
16150,2,1,8,77,2017-11-09 06:43:28,,0,6,9
14919,7,1,13,38,2017-11-07 16:00:50,,0,16,7
23412,22,1,36,40,2017-11-06 23:24:45,,0,23,6
28080,16,1,19,77,2017-11-07 12:48:15,,0,12,7
11895,11,1,16,37,2017-11-08 23:00:21,,0,23,8
21766,31,1,17,103,2017-11-09 06:10:17,,0,6,9
4395,16,1,19,77,2017-11-08 12:44:21,,0,12,8
13121,1,1,19,146,2017-11-09 07:03:30,,0,7,9
18506,17,1,22,14,2017-11-08 14:22:03,,0,14,8
17488,1,1,27,146,2017-11-08 01:47:30,,0,1,8
12446,1,1,13,60,2017-11-06 23:48:50,,0,23,6
8746,2,2,39,35,2017-11-07 09:00:19,,0,9,7
6262,1,1,36,48,2017-11-08 11:36:58,,0,11,8
6262,1,1,19,48,2017-11-07 16:01:03,,0,16,7
28716,8,1,18,33,2017-11-09 00:23:41,,0,0,9
4416,8,1,19,126,2017-11-07 17:24:52,,0,17,7
11259,22,1,48,40,2017-11-07 22:25:54,,0,22,7
575,20,1,19,31,2017-11-08 08:52:55,,0,8,8
11217,2,1,13,7,2017-11-09 12:01:12,,0,12,9
20021,2,1,19,34,2017-11-09 08:30:53,,0,8,9
6208,8,1,22,57,2017-11-07 07:11:00,,0,7,7
5757,1,1,8,25,2017-11-09 13:52:57,,0,13,9
29512,2,1,26,77,2017-11-09 04:06:33,,0,4,9
1645,14,1,17,64,2017-11-07 23:58:06,,0,23,7
15876,14,1,19,105,2017-11-09 06:27:20,,0,6,9
2253,2,1,19,118,2017-11-07 09:18:16,,0,9,7
18723,17,1,17,14,2017-11-09 06:37:07,,0,6,9
14985,11,1,19,48,2017-11-09 06:19:18,,0,6,9
32239,13,1,19,95,2017-11-09 12:04:58,,0,12,9
25491,2,1,40,122,2017-11-07 01:25:36,,0,1,7
7331,2,1,19,35,2017-11-07 08:49:57,,0,8,7
11958,6,1,10,12,2017-11-09 03:24:41,,0,3,9
17511,36,1,10,8,2017-11-09 09:54:23,,0,9,9
14007,7,1,13,38,2017-11-07 16:02:36,,0,16,7
1642,9,1,25,18,2017-11-06 23:01:13,,0,23,6
9257,1,1,19,60,2017-11-08 04:09:00,,0,4,8
12082,8,1,19,33,2017-11-08 16:48:37,,0,16,8
15161,2,1,13,77,2017-11-07 07:05:02,,0,7,7
13978,17,1,13,14,2017-11-08 13:51:42,,0,13,8
4066,2,1,13,126,2017-11-06 23:27:30,,0,23,6
8527,26,1,10,40,2017-11-07 05:05:32,,0,5,7
6514,28,2,25,93,2017-11-08 09:29:17,,0,9,8
13253,22,1,19,40,2017-11-08 00:40:12,,0,0,8
718,1,1,13,55,2017-11-09 07:56:59,,0,7,9
7637,8,2,19,142,2017-11-08 13:13:55,,0,13,8
3632,1,1,6,59,2017-11-08 02:27:41,,0,2,8
12833,11,1,19,70,2017-11-06 19:48:21,,0,19,6
27967,17,1,9,14,2017-11-08 07:30:00,,0,7,8
31738,14,1,18,116,2017-11-09 02:58:13,,0,2,9
16638,8,1,17,57,2017-11-09 03:56:46,,0,3,9
6650,14,1,14,23,2017-11-09 08:08:55,,0,8,9
26596,8,1,19,142,2017-11-08 14:36:17,,0,14,8
4489,22,1,35,40,2017-11-07 15:21:15,,0,15,7
15172,58,1,13,138,2017-11-07 04:47:37,,0,4,7
1356,17,1,18,125,2017-11-09 15:29:24,,0,15,9
20740,17,1,36,14,2017-11-09 02:00:39,,0,2,9
17587,11,1,18,45,2017-11-09 03:47:53,,0,3,9
21601,17,1,13,14,2017-11-07 22:27:25,,0,22,7
624,31,1,25,103,2017-11-09 12:15:00,,0,12,9
22057,0,1,19,40,2017-11-09 09:55:38,,0,9,9
14546,14,1,19,37,2017-11-07 12:38:12,,0,12,7
926,2,1,13,35,2017-11-09 11:21:11,,0,11,9
2759,1,1,13,144,2017-11-08 10:44:49,,0,10,8
22319,11,1,40,86,2017-11-07 03:21:40,,0,3,7
25540,11,1,13,67,2017-11-09 00:26:45,,0,0,9
25913,11,1,36,70,2017-11-09 01:01:58,,0,1,9
21044,22,1,25,40,2017-11-09 05:07:04,,0,5,9
15146,2,1,20,77,2017-11-07 07:37:41,,0,7,7
11476,14,1,13,105,2017-11-09 09:21:34,,0,9,9
915,17,1,9,14,2017-11-08 21:57:39,,0,21,8
16576,1,1,19,48,2017-11-09 06:39:44,,0,6,9
16157,2,1,19,77,2017-11-09 01:12:56,,0,1,9
31469,7,1,13,38,2017-11-07 23:41:37,,0,23,7
2550,8,1,17,126,2017-11-09 12:22:19,,0,12,9
28468,12,1,19,146,2017-11-07 02:43:22,,0,2,7
5275,1,1,19,146,2017-11-08 12:24:46,,0,12,8
18540,1,1,17,60,2017-11-06 18:16:35,,0,18,6
2021,1,1,19,146,2017-11-07 02:54:31,,0,2,7
19226,13,1,19,149,2017-11-07 11:16:08,,0,11,7
3928,14,1,19,64,2017-11-08 22:33:40,,0,22,8
1240,5,1,19,28,2017-11-07 11:30:25,,0,11,7
1385,0,1,13,104,2017-11-08 07:38:45,,0,7,8
22880,1,1,19,144,2017-11-07 08:43:47,,0,8,7
12023,13,1,13,105,2017-11-08 07:10:27,,0,7,8
21787,8,1,20,33,2017-11-09 06:30:25,,0,6,9
6615,14,1,32,76,2017-11-07 08:25:14,,0,8,7
11339,10,1,19,35,2017-11-09 03:59:37,,0,3,9
11727,1,1,19,55,2017-11-09 13:38:49,,0,13,9
14454,35,1,20,102,2017-11-09 05:06:32,,0,5,9
19441,9,1,19,104,2017-11-07 13:45:35,2017-11-07 13:46:28,1,13,7
17113,11,1,13,67,2017-11-08 09:47:32,,0,9,8
27614,8,1,22,63,2017-11-08 15:07:55,,0,15,8
10496,1,1,10,146,2017-11-06 22:48:51,,0,22,6
6707,8,1,13,142,2017-11-08 15:20:59,,0,15,8
31563,18,0,0,53,2017-11-08 15:17:42,,0,15,8
13344,1,1,3,52,2017-11-07 14:34:51,,0,14,7
29344,1,1,20,25,2017-11-09 09:32:15,,0,9,9
22868,9,1,13,104,2017-11-08 10:20:24,,0,10,8
19838,2,1,23,48,2017-11-08 15:22:02,,0,15,8
292,16,1,40,77,2017-11-08 08:50:01,,0,8,8
13693,2,1,31,156,2017-11-08 04:58:05,,0,4,8
926,20,2,13,57,2017-11-09 09:09:44,,0,9,9
16703,11,1,19,70,2017-11-08 06:51:02,,0,6,8
1968,1,1,13,144,2017-11-07 16:39:57,,0,16,7
918,13,1,19,140,2017-11-08 02:16:37,,0,2,8
11256,17,1,17,103,2017-11-08 15:47:41,,0,15,8
21969,1,1,13,59,2017-11-08 09:47:36,,0,9,8
11402,2,1,19,34,2017-11-09 10:11:41,,0,10,9
12293,1,1,13,60,2017-11-07 11:49:16,,0,11,7
7691,127,98,129,94,2017-11-09 11:53:57,,0,11,9
12833,11,1,19,64,2017-11-06 22:50:48,,0,22,6
10579,8,1,46,156,2017-11-09 05:25:43,,0,5,9
12852,17,1,17,14,2017-11-08 23:10:42,,0,23,8
28007,11,1,23,67,2017-11-07 05:44:24,,0,5,7
2095,52,1,9,112,2017-11-09 12:58:01,,0,12,9
26680,58,1,13,138,2017-11-07 00:38:00,,0,0,7
17601,1,1,25,124,2017-11-09 07:22:16,,0,7,9
1436,10,1,19,154,2017-11-08 04:15:10,,0,4,8
17997,6,1,34,12,2017-11-09 06:10:45,,0,6,9
8461,8,1,40,54,2017-11-09 10:14:19,,0,10,9
21590,7,1,19,38,2017-11-07 11:57:44,,0,11,7
21940,2,1,19,32,2017-11-07 17:05:32,,0,17,7
9493,1,2,19,48,2017-11-06 21:45:53,,0,21,6
4335,11,1,13,45,2017-11-08 12:10:09,,0,12,8
29140,7,1,27,38,2017-11-08 16:13:39,,0,16,8
6312,11,1,18,150,2017-11-08 00:46:34,,0,0,8
15369,44,1,13,152,2017-11-08 02:48:41,,0,2,8
32158,23,1,9,45,2017-11-07 20:28:04,,0,20,7
7027,0,1,19,133,2017-11-08 05:37:07,,0,5,8
16428,17,1,19,14,2017-11-09 05:57:39,,0,5,9
2684,11,1,19,159,2017-11-08 13:17:14,,0,13,8
9237,8,1,15,126,2017-11-07 11:07:31,,0,11,7
3323,0,1,14,33,2017-11-08 11:27:01,,0,11,8
9073,1,1,19,124,2017-11-09 02:26:05,,0,2,9
5583,1,1,36,144,2017-11-08 09:16:38,,0,9,8
13343,8,1,13,66,2017-11-06 16:33:57,,0,16,6
28299,11,1,19,64,2017-11-09 04:57:48,,0,4,9
20084,13,1,18,98,2017-11-08 00:23:37,,0,0,8
926,17,1,13,14,2017-11-07 14:55:27,,0,14,7
28462,23,1,13,13,2017-11-07 14:47:04,,0,14,7
14962,14,1,6,64,2017-11-07 06:15:35,,0,6,7
244,22,1,19,40,2017-11-07 04:55:20,,0,4,7
7810,3,1,19,12,2017-11-09 11:21:09,,0,11,9
5174,7,1,13,38,2017-11-07 18:27:17,,0,18,7
29676,26,1,22,25,2017-11-07 11:22:10,,0,11,7
2990,1,1,19,133,2017-11-07 01:20:46,,0,1,7
10386,1,1,6,55,2017-11-07 15:25:01,,0,15,7
10433,11,1,8,45,2017-11-09 07:02:06,,0,7,9
17164,14,1,9,64,2017-11-08 21:29:28,,0,21,8
23602,1,1,1,55,2017-11-06 16:16:59,,0,16,6
21040,8,1,8,63,2017-11-07 05:09:01,,0,5,7
12492,24,1,16,67,2017-11-07 02:22:43,,0,2,7
2274,13,1,19,109,2017-11-08 01:40:20,,0,1,8
6597,0,1,13,95,2017-11-09 13:10:21,,0,13,9
36,20,1,19,31,2017-11-08 01:23:47,,0,1,8
20707,1,1,3,146,2017-11-07 17:28:20,,0,17,7
12771,8,1,19,90,2017-11-07 09:55:22,,0,9,7
12734,11,1,10,45,2017-11-08 16:03:14,,0,16,8
2310,19,1,28,147,2017-11-09 03:07:05,,0,3,9
14168,1,1,13,133,2017-11-07 14:27:49,,0,14,7
8826,1,1,13,59,2017-11-07 10:54:05,,0,10,7
12833,1,1,19,25,2017-11-07 20:18:57,,0,20,7
17511,8,1,19,57,2017-11-06 16:28:12,,0,16,6
14522,17,1,13,14,2017-11-07 01:40:48,,0,1,7
15138,14,1,3,79,2017-11-09 04:22:36,,0,4,9
5832,0,1,10,133,2017-11-06 22:55:10,,0,22,6
24967,11,1,19,150,2017-11-07 10:47:48,,0,10,7
918,7,2,13,38,2017-11-08 09:56:29,,0,9,8
9136,1,1,19,55,2017-11-07 07:32:40,,0,7,7
21545,17,93,126,14,2017-11-07 11:01:22,,0,11,7
29252,2,1,19,77,2017-11-08 02:14:03,,0,2,8
15657,0,1,19,22,2017-11-08 00:24:32,,0,0,8
14665,9,1,52,18,2017-11-07 09:31:06,,0,9,7
31859,14,1,6,64,2017-11-08 08:45:22,,0,8,8
580,19,1,19,147,2017-11-07 11:26:19,,0,11,7
4331,1,1,25,144,2017-11-06 20:07:10,,0,20,6
17800,2,1,19,156,2017-11-08 11:25:23,,0,11,8
16275,2,1,13,77,2017-11-09 10:13:44,,0,10,9
18967,2,1,13,149,2017-11-08 14:23:13,,0,14,8
5293,11,1,13,45,2017-11-07 10:35:05,,0,10,7
10060,24,1,13,67,2017-11-06 17:32:59,,0,17,6
10519,19,2,19,67,2017-11-07 17:43:58,,0,17,7
2191,20,1,19,57,2017-11-07 15:04:59,,0,15,7
3585,2,1,15,43,2017-11-07 00:06:27,,0,0,7
926,1,1,19,124,2017-11-07 14:42:22,,0,14,7
14345,1,1,13,60,2017-11-09 07:44:14,,0,7,9
26035,16,1,17,77,2017-11-06 19:27:58,,0,19,6
28729,2,1,15,7,2017-11-07 16:18:00,,0,16,7
15967,1,1,15,146,2017-11-07 15:59:53,,0,15,7
4765,13,1,13,95,2017-11-07 02:59:31,,0,2,7
30568,2,1,10,122,2017-11-09 11:11:44,,0,11,9
1597,8,1,13,54,2017-11-08 04:56:26,,0,4,8
28925,1,1,19,52,2017-11-07 00:24:59,,0,0,7
12340,17,2,48,24,2017-11-06 16:10:36,,0,16,6
16466,8,1,40,126,2017-11-08 04:42:33,,0,4,8
7009,11,1,15,70,2017-11-08 12:24:10,,0,12,8
9328,12,1,13,108,2017-11-08 06:31:41,,0,6,8
3238,1,1,19,146,2017-11-07 02:57:24,,0,2,7
31486,2,1,13,35,2017-11-09 02:07:04,,0,2,9
9254,17,1,19,125,2017-11-07 09:38:27,,0,9,7
7877,2,1,13,122,2017-11-07 13:08:27,,0,13,7
17766,10,1,13,35,2017-11-09 09:09:08,,0,9,9
13925,11,2,19,38,2017-11-07 15:22:43,,0,15,7
16143,2,1,19,40,2017-11-07 17:30:04,,0,17,7
23847,2,1,25,20,2017-11-07 07:32:07,,0,7,7
4693,13,1,13,105,2017-11-08 02:55:46,,0,2,8
9045,14,1,15,79,2017-11-07 03:10:57,,0,3,7
21458,1,1,19,60,2017-11-07 01:45:24,,0,1,7
7618,11,1,19,45,2017-11-08 14:41:15,,0,14,8
8841,14,1,17,0,2017-11-07 11:43:02,,0,11,7
18689,2,1,13,156,2017-11-08 14:10:52,,0,14,8
13329,2,1,51,156,2017-11-08 11:45:25,,0,11,8
16431,1,1,1,124,2017-11-06 16:20:40,,0,16,6
22604,14,1,19,64,2017-11-07 02:46:49,,0,2,7
32294,107,0,127,92,2017-11-07 22:24:02,2017-11-07 23:11:40,1,22,7
